0.1004,0.1013,0.1028,0.1042,0.1034,0.1023,0.1019,0.1005,0.09804,0.09637,0.09509,0.09495,0.09624,0.09801,0.09928,0.1,0.1003,0.1,0.09934,0.09888,0.09912,0.09971,0.1001,0.1002,0.1003,0.1008,0.1014,0.1021,0.1024,0.1025,0.1029,0.1037,0.1033,0.102,0.1014,0.1024,0.1048,0.1071,0.1064,0.1059,0.108,0.1096,0.112,0.1216,0.127,0.1276,0.1309,0.1363,0.1413,0.1415,0.1366,0.1387,0.1379,0.1357,0.1389,0.1372,0.1406,0.1387,0.135,0.131,0.1472,0.1467,0.1436,0.1382,0.1396,0.1392,0.1402,0.1357,0.1329,0.1368,0.1413,0.1495,0.1586,0.1405,0.1264,0.1251,0.1182,0.111,0.1076,0.09871,0.1077,0.1154,0.1109,0.1092,0.1093,0.1111,0.1071,0.1062,0.09808,0.09481,0.0952,0.09585,0.09431,0.09933,0.09485,0.09857,0.09135,0.0905,0.09055,0.08374,0.0805,0.07852,0.07686,0.07942,0.08443,0.08561,0.08342,0.08006,0.07901,0.07608,0.07094,0.07179,0.0787,0.07916,0.07787,0.07885,0.07743,0.07852,0.07808,0.07723,0.07821,0.0804,0.07997,0.0807,0.08558,0.08381,0.0797,0.07804,0.07863,0.07506,0.07543,0.07397,0.0719,0.07016,0.07289,0.07674,0.07275,0.06957,0.06952,0.06695,0.0662,0.06694,0.06935,0.06632,0.05923,0.06456,0.06599,0.0671,0.06085,0.066,0.07201,0.07754,0.07602,0.07417,0.0754,0.07683,0.08072,0.07689,0.0752,0.07519,0.07747,0.08239,0.07844,0.0728,0.07247,0.06503,0.06407,0.06655,0.07204,0.0759,0.06948,0.07339,0.07747,0.06966,0.08827,0.09093,0.09085,0.08975,0.09081,0.08051,0.0907,0.1106,0.1014,0.09488,0.09678,0.09974,0.1072,0.1068,0.08593,0.07861,0.08542,0.0959,0.09597,0.1047,0.1072,0.1168,0.1383,0.1422,0.1465,0.1556,0.172,0.1752,0.1685,0.1722,0.1802,0.1825,0.1788,0.1798,0.1769,0.1827,0.1848,0.184,0.175,0.1739,0.1748,0.1737,0.1742,0.168,0.1663,0.1774,0.19,0.1949,0.196,0.197,0.2011,0.2053,0.2091,0.2162,0.2251,0.238,0.2415,0.2446,0.244,0.2441,0.2462,0.2468,0.2433,0.2415,0.2416,0.2414
0.0993,0.1,0.101,0.1013,0.101,0.09919,0.09641,0.0927,0.09078,0.09201,0.09435,0.09632,0.09805,0.09872,0.1005,0.1016,0.1008,0.09986,0.09868,0.09789,0.09737,0.09779,0.09773,0.09812,0.09937,0.1016,0.105,0.1061,0.1047,0.1039,0.1056,0.1093,0.1108,0.1118,0.113,0.1149,0.1179,0.1194,0.1169,0.1162,0.1121,0.1123,0.1193,0.119,0.1218,0.1245,0.1329,0.1403,0.1393,0.143,0.1456,0.1531,0.1629,0.1575,0.1452,0.1472,0.1759,0.2005,0.2034,0.201,0.2041,0.2016,0.1912,0.1906,0.1941,0.2046,0.2146,0.2073,0.1898,0.1602,0.1595,0.1558,0.1546,0.1429,0.1383,0.1468,0.162,0.153,0.15,0.1444,0.1477,0.1424,0.1387,0.1305,0.1245,0.1321,0.1255,0.1207,0.1073,0.1237,0.1159,0.1081,0.1122,0.1068,0.1035,0.1052,0.113,0.1166,0.09611,0.09301,0.1007,0.1038,0.1089,0.1028,0.1069,0.1002,0.1012,0.1025,0.09612,0.08136,0.08186,0.08893,0.09268,0.08877,0.09263,0.09289,0.0924,0.09382,0.08357,0.08669,0.09165,0.08628,0.08421,0.08233,0.08738,0.085,0.08696,0.086,0.08622,0.08513,0.08148,0.0816,0.08187,0.07994,0.08019,0.08453,0.0836,0.08228,0.08809,0.08874,0.08258,0.08038,0.08391,0.09163,0.08548,0.07356,0.08588,0.08689,0.08043,0.07534,0.08054,0.08166,0.07792,0.07651,0.08339,0.07419,0.06895,0.07568,0.08055,0.08473,0.08735,0.08461,0.07736,0.08266,0.07566,0.07167,0.06968,0.0757,0.08205,0.07208,0.06718,0.07594,0.06912,0.06958,0.0795,0.08673,0.08784,0.09681,0.08262,0.08765,0.09459,0.09582,0.1072,0.09884,0.09256,0.1065,0.1066,0.0952,0.088,0.08579,0.08046,0.09123,0.08204,0.08586,0.08885,0.08085,0.07261,0.07626,0.08205,0.07576,0.08538,0.08021,0.08188,0.08853,0.09642,0.1056,0.1068,0.1086,0.1086,0.1108,0.112,0.1146,0.1154,0.1054,0.09515,0.09008,0.08479,0.08492,0.08954,0.09586,0.09182,0.08356,0.07897,0.07864,0.07487,0.07259,0.07325,0.07763,0.08032,0.07993,0.07866,0.08128,0.08221,0.08014,0.08211,0.08551,0.08807,0.09096,0.0947,0.09674
0.0972,0.09778,0.09909,0.1011,0.1023,0.09975,0.09327,0.09073,0.09115,0.09219,0.09258,0.09268,0.09343,0.09221,0.09136,0.09306,0.095,0.09775,0.1006,0.1033,0.1075,0.1113,0.1116,0.1046,0.09735,0.1087,0.1185,0.1206,0.1194,0.1176,0.1182,0.1194,0.1216,0.1271,0.1301,0.1299,0.1307,0.1425,0.1501,0.1479,0.1447,0.1429,0.1435,0.1482,0.1526,0.1577,0.1624,0.164,0.1647,0.173,0.185,0.1911,0.1852,0.1877,0.1874,0.1921,0.1927,0.1763,0.1736,0.169,0.1556,0.1608,0.1754,0.1684,0.1764,0.1687,0.1609,0.1443,0.1444,0.1484,0.1521,0.1629,0.1525,0.1295,0.1245,0.1356,0.1479,0.1499,0.1519,0.1548,0.1313,0.1306,0.1233,0.1198,0.1122,0.1114,0.1227,0.1367,0.1299,0.1197,0.125,0.1362,0.141,0.1321,0.1119,0.1125,0.1084,0.1154,0.1191,0.1021,0.0978,0.1117,0.1126,0.1123,0.1156,0.1201,0.1084,0.1048,0.1119,0.1068,0.1126,0.1263,0.1257,0.1125,0.1269,0.1085,0.1085,0.1098,0.1048,0.1056,0.1048,0.1079,0.1109,0.1105,0.1054,0.1074,0.1108,0.1195,0.1136,0.1129,0.1067,0.1128,0.1047,0.1006,0.1038,0.1016,0.1102,0.1053,0.1014,0.1071,0.1107,0.1047,0.1049,0.1047,0.1008,0.09386,0.1027,0.09863,0.0997,0.1027,0.09612,0.08896,0.09423,0.086,0.08407,0.09484,0.09604,0.1062,0.1096,0.09706,0.0982,0.08974,0.08712,0.08262,0.07999,0.09635,0.09843,0.09732,0.1018,0.09784,0.09748,0.09548,0.09545,0.09535,0.1009,0.1115,0.1157,0.1278,0.1242,0.1297,0.1236,0.1105,0.1095,0.1208,0.1209,0.1108,0.1138,0.1154,0.1358,0.1431,0.1051,0.1126,0.1229,0.1293,0.1146,0.1057,0.1047,0.1153,0.1276,0.1287,0.1262,0.1196,0.1111,0.1011,0.1032,0.1146,0.1107,0.1084,0.1138,0.1226,0.1212,0.1181,0.1187,0.1248,0.1252,0.1242,0.1253,0.1314,0.1361,0.139,0.1401,0.1404,0.1412,0.1427,0.1418,0.1427,0.1452,0.1462,0.1463,0.1498,0.1536,0.1511,0.1459,0.1476,0.1476,0.1441,0.1389,0.1339,0.134,0.1365
0.09215,0.09257,0.0933,0.09333,0.09286,0.09161,0.0911,0.09262,0.09374,0.09395,0.09408,0.0944,0.09451,0.09508,0.09549,0.09519,0.0959,0.09573,0.09447,0.0941,0.09497,0.09532,0.09514,0.09419,0.09209,0.09387,0.09449,0.09509,0.09619,0.09732,0.09624,0.09688,0.09824,0.1005,0.1034,0.1055,0.1074,0.1067,0.1064,0.106,0.1098,0.1118,0.1109,0.1126,0.1255,0.1306,0.1285,0.1225,0.1158,0.122,0.1217,0.1271,0.1297,0.1307,0.1387,0.1488,0.1546,0.1533,0.1567,0.1625,0.163,0.1527,0.1494,0.1659,0.1677,0.1647,0.17,0.1791,0.1855,0.1939,0.1927,0.176,0.156,0.1527,0.1577,0.1483,0.1374,0.1493,0.1531,0.1639,0.1498,0.1343,0.1423,0.143,0.1435,0.1506,0.1587,0.1523,0.1508,0.1565,0.1442,0.1409,0.1565,0.1443,0.128,0.1451,0.1736,0.1799,0.155,0.1437,0.1363,0.145,0.1453,0.1521,0.1464,0.1567,0.1634,0.1653,0.1566,0.1476,0.1296,0.1381,0.1617,0.1887,0.1906,0.1542,0.1365,0.1202,0.1405,0.1539,0.1452,0.1356,0.1462,0.141,0.1398,0.1334,0.1339,0.1341,0.1268,0.1423,0.1585,0.1526,0.1691,0.1699,0.1755,0.1713,0.1708,0.1648,0.16,0.1548,0.1648,0.1669,0.1407,0.157,0.1707,0.1603,0.1592,0.1565,0.1751,0.1784,0.1599,0.1408,0.1241,0.1297,0.1434,0.1393,0.1455,0.139,0.1246,0.1392,0.1264,0.1384,0.1331,0.1344,0.1244,0.1306,0.121,0.1242,0.1181,0.1216,0.1265,0.1192,0.1275,0.1317,0.1204,0.1283,0.14,0.1287,0.1323,0.1454,0.1638,0.1706,0.163,0.1559,0.1534,0.1669,0.162,0.1471,0.1378,0.1475,0.1406,0.144,0.1631,0.1836,0.1599,0.1575,0.1647,0.164,0.1462,0.135,0.1307,0.1195,0.1069,0.105,0.1213,0.1236,0.1312,0.1173,0.1123,0.1125,0.1162,0.1199,0.1268,0.1297,0.1169,0.1176,0.1209,0.1234,0.112,0.1145,0.1196,0.1211,0.1207,0.1266,0.1224,0.1144,0.1094,0.1041,0.1047,0.1047,0.09873,0.09697,0.09863,0.1005,0.09217,0.08858,0.09298,0.09734,0.0995,0.09326
0.07705,0.07687,0.07659,0.07598,0.07608,0.07628,0.0757,0.07678,0.07945,0.08106,0.08046,0.07918,0.07884,0.07894,0.07932,0.07892,0.07896,0.07842,0.07808,0.07793,0.07816,0.0794,0.07988,0.07863,0.07706,0.07965,0.08167,0.08177,0.07929,0.07914,0.07958,0.0793,0.07848,0.07868,0.07919,0.0796,0.0797,0.07842,0.07825,0.07754,0.0803,0.08488,0.08745,0.08376,0.0817,0.0868,0.09281,0.09802,0.1044,0.1039,0.106,0.1155,0.118,0.1214,0.1271,0.1313,0.1241,0.1209,0.136,0.1413,0.1476,0.1483,0.1403,0.1436,0.1499,0.1453,0.1353,0.1418,0.1353,0.1284,0.1319,0.1385,0.1386,0.1298,0.1433,0.1503,0.153,0.1558,0.1579,0.1654,0.1565,0.1588,0.1409,0.1206,0.1253,0.1428,0.1411,0.1451,0.153,0.1522,0.1492,0.1465,0.1444,0.1333,0.124,0.1334,0.153,0.1634,0.1887,0.2094,0.2028,0.1722,0.1474,0.1532,0.1596,0.1705,0.1855,0.1978,0.1898,0.1759,0.1625,0.1772,0.1879,0.1969,0.2073,0.2135,0.2157,0.2073,0.1943,0.1851,0.1804,0.1829,0.1736,0.1749,0.1881,0.1883,0.1731,0.197,0.2069,0.2174,0.2086,0.2102,0.2184,0.2278,0.2227,0.2091,0.1888,0.1927,0.2034,0.2011,0.209,0.2257,0.2179,0.239,0.2555,0.2296,0.2232,0.2206,0.2241,0.2033,0.1869,0.1968,0.2134,0.2401,0.2591,0.2702,0.264,0.2519,0.2316,0.2282,0.2279,0.2203,0.2122,0.2069,0.219,0.218,0.214,0.1894,0.1776,0.1766,0.1933,0.1918,0.1886,0.1803,0.1866,0.174,0.1821,0.185,0.1921,0.181,0.1749,0.1685,0.1654,0.1557,0.191,0.2199,0.2367,0.232,0.2424,0.2482,0.2315,0.2145,0.2184,0.2363,0.235,0.2421,0.2419,0.2421,0.2479,0.2503,0.2343,0.2207,0.2101,0.2006,0.1846,0.1732,0.1809,0.1774,0.176,0.1639,0.1575,0.1507,0.1473,0.1329,0.1288,0.1398,0.1424,0.1577,0.1684,0.1597,0.1504,0.1432,0.1379,0.1253,0.1176,0.113,0.119,0.1247,0.1167,0.119,0.1207,0.1238,0.1186,0.1195,0.1236,0.1182,0.1129,0.1095,0.1023,0.1068
0.06808,0.06863,0.06918,0.0699,0.07066,0.07063,0.0692,0.06936,0.07034,0.06977,0.0696,0.06967,0.06964,0.06966,0.07023,0.07113,0.07166,0.07197,0.07204,0.07163,0.06995,0.06963,0.06916,0.06815,0.06814,0.06946,0.07056,0.0705,0.06924,0.06873,0.06963,0.07158,0.07082,0.06887,0.07023,0.07423,0.07655,0.07937,0.08066,0.07972,0.08153,0.07937,0.07818,0.07718,0.08198,0.08514,0.08706,0.0935,0.09868,0.1065,0.1103,0.1138,0.1205,0.1227,0.117,0.1115,0.1082,0.09972,0.09498,0.1061,0.1178,0.1067,0.1101,0.1211,0.1235,0.1207,0.1239,0.118,0.1139,0.1146,0.1178,0.1261,0.1204,0.1253,0.122,0.1148,0.1215,0.1282,0.1268,0.1347,0.1296,0.1255,0.1304,0.1244,0.1442,0.1638,0.1632,0.1506,0.1433,0.1504,0.1524,0.1588,0.1549,0.1361,0.1396,0.1469,0.1498,0.1492,0.1536,0.1528,0.147,0.1676,0.1837,0.1933,0.2046,0.196,0.1949,0.1953,0.1903,0.1804,0.1784,0.185,0.1862,0.2027,0.2266,0.2299,0.2318,0.2376,0.2254,0.2204,0.2386,0.2293,0.2229,0.2239,0.2323,0.2185,0.2172,0.2196,0.2243,0.2205,0.2121,0.2104,0.1977,0.2055,0.2124,0.2192,0.2456,0.2541,0.2484,0.2256,0.2037,0.2013,0.2011,0.214,0.2215,0.2434,0.261,0.2635,0.2761,0.2819,0.2765,0.2534,0.2616,0.266,0.2713,0.2885,0.2981,0.3133,0.3218,0.3151,0.2809,0.2509,0.2503,0.2685,0.2718,0.2696,0.2665,0.2663,0.2649,0.2387,0.2374,0.2445,0.2488,0.2599,0.2675,0.2589,0.2437,0.2393,0.2412,0.2434,0.2332,0.2308,0.2113,0.2115,0.2078,0.2005,0.1863,0.1959,0.2116,0.2249,0.2233,0.2223,0.231,0.2395,0.2575,0.2726,0.2717,0.2685,0.2637,0.2528,0.2356,0.2144,0.2171,0.2248,0.2241,0.226,0.2148,0.2222,0.2397,0.2406,0.2427,0.234,0.2183,0.2275,0.2442,0.259,0.2588,0.26,0.2602,0.2563,0.2529,0.2485,0.247,0.2357,0.2206,0.199,0.1908,0.1864,0.1836,0.185,0.1866,0.1842,0.1809,0.1774,0.1716,0.1745,0.1762,0.1733,0.1744,0.1717
0.06719,0.06703,0.06695,0.06631,0.06575,0.0666,0.06654,0.0662,0.06686,0.06762,0.06767,0.06778,0.0684,0.06908,0.06903,0.06884,0.06896,0.06887,0.06868,0.06864,0.06901,0.06921,0.06954,0.06865,0.06721,0.06952,0.07082,0.0704,0.0706,0.071,0.07234,0.0718,0.07047,0.07047,0.07023,0.0707,0.07008,0.07021,0.0709,0.06945,0.06928,0.06979,0.07004,0.07385,0.07449,0.07236,0.07654,0.08187,0.08787,0.0908,0.09271,0.09328,0.1002,0.1075,0.109,0.1078,0.1026,0.09993,0.09789,0.09636,0.1036,0.1086,0.1181,0.1226,0.1234,0.1187,0.1182,0.1258,0.1256,0.1182,0.1142,0.1134,0.1237,0.1251,0.1187,0.1076,0.1002,0.1049,0.1142,0.1263,0.1286,0.119,0.1165,0.1085,0.1204,0.1311,0.143,0.1397,0.1263,0.1477,0.1833,0.1961,0.1905,0.1689,0.1634,0.1577,0.1615,0.16,0.1584,0.1622,0.1686,0.1693,0.1614,0.1493,0.1463,0.1432,0.1515,0.1692,0.1832,0.1875,0.1943,0.1989,0.1981,0.1979,0.2104,0.2103,0.1959,0.1909,0.1846,0.2026,0.1921,0.1897,0.1902,0.1818,0.1879,0.2028,0.2154,0.2218,0.2168,0.2188,0.2137,0.2307,0.2419,0.2555,0.2616,0.2508,0.2497,0.2558,0.2591,0.269,0.2698,0.2662,0.2669,0.2737,0.2629,0.2476,0.2603,0.2724,0.2814,0.3093,0.3277,0.3416,0.3408,0.3403,0.3402,0.3361,0.342,0.3287,0.3156,0.3348,0.3411,0.3213,0.2933,0.2905,0.2949,0.2977,0.2863,0.2744,0.2714,0.2823,0.2774,0.293,0.3057,0.3078,0.3099,0.3359,0.3553,0.3396,0.3114,0.3003,0.3025,0.2985,0.2761,0.263,0.2597,0.2715,0.2515,0.2538,0.2856,0.29,0.2937,0.2965,0.2892,0.2716,0.2834,0.2699,0.2826,0.2855,0.2749,0.267,0.2693,0.2628,0.2715,0.2784,0.2623,0.2473,0.226,0.2204,0.216,0.2182,0.2123,0.2203,0.2332,0.232,0.2307,0.2269,0.2277,0.2383,0.2389,0.2159,0.2081,0.1931,0.1772,0.1666,0.1584,0.1639,0.1602,0.1625,0.1703,0.1807,0.1886,0.1966,0.2014,0.202,0.2022,0.2045,0.2057,0.2038,0.1929,0.1859
0.05339,0.05342,0.05363,0.05385,0.05418,0.05411,0.05375,0.05387,0.05466,0.05427,0.05368,0.05343,0.05315,0.05414,0.05495,0.05445,0.05437,0.05458,0.05462,0.05423,0.05372,0.05335,0.05283,0.05295,0.05341,0.05303,0.05361,0.0547,0.05473,0.05474,0.05495,0.05471,0.05346,0.05323,0.05431,0.05546,0.05691,0.05676,0.05756,0.05911,0.05931,0.06004,0.06063,0.05809,0.06092,0.06248,0.06556,0.06559,0.06749,0.07304,0.07611,0.07626,0.07546,0.07098,0.07084,0.07223,0.07137,0.07451,0.07996,0.08781,0.08444,0.07982,0.08196,0.09057,0.09479,0.09062,0.08224,0.07484,0.07806,0.08164,0.08337,0.0928,0.09638,0.1012,0.104,0.105,0.1004,0.08992,0.08326,0.08533,0.08637,0.08354,0.08873,0.09509,0.09907,0.09803,0.09566,0.09892,0.102,0.1032,0.1073,0.1128,0.1072,0.1012,0.1046,0.1157,0.121,0.124,0.1245,0.1198,0.1196,0.127,0.1325,0.1283,0.1166,0.1163,0.1187,0.1227,0.128,0.1234,0.1236,0.1243,0.1197,0.1177,0.1348,0.1431,0.1404,0.1394,0.1466,0.1526,0.1742,0.1858,0.1967,0.1984,0.213,0.2324,0.2309,0.2122,0.2032,0.1843,0.1847,0.1813,0.1785,0.1966,0.1987,0.1932,0.2229,0.2379,0.2455,0.2502,0.264,0.2878,0.2914,0.2698,0.2588,0.2708,0.2722,0.2748,0.2867,0.2892,0.2783,0.2698,0.2865,0.2996,0.2927,0.2925,0.3115,0.3429,0.3619,0.3909,0.3968,0.3951,0.3829,0.3676,0.3489,0.3316,0.3364,0.353,0.3583,0.3624,0.3488,0.3334,0.3365,0.3508,0.3551,0.3629,0.3846,0.4045,0.4075,0.3852,0.3955,0.4072,0.407,0.3968,0.3908,0.3851,0.3683,0.3541,0.3537,0.3443,0.3376,0.3279,0.3284,0.3223,0.3096,0.3118,0.2996,0.3007,0.3231,0.3453,0.3534,0.3561,0.352,0.337,0.3226,0.3206,0.3232,0.326,0.3338,0.3412,0.3493,0.3555,0.3296,0.307,0.2854,0.2765,0.2768,0.2809,0.283,0.2894,0.289,0.2824,0.2747,0.2631,0.2477,0.2345,0.2228,0.2228,0.2223,0.2211,0.2274,0.2271,0.2292,0.2349,0.2346,0.2346,0.2356,0.2383,0.241,0.2388
0.0435,0.04346,0.0433,0.04299,0.04291,0.0428,0.0429,0.04332,0.04391,0.04458,0.04474,0.04431,0.04375,0.04329,0.04368,0.04425,0.04404,0.04353,0.04312,0.04272,0.0424,0.04249,0.04275,0.04323,0.04352,0.04357,0.04351,0.04406,0.04405,0.04361,0.0435,0.04349,0.0431,0.04236,0.04185,0.04158,0.0422,0.04398,0.04498,0.04539,0.04607,0.04615,0.04656,0.04744,0.04799,0.04965,0.05223,0.05207,0.05062,0.05283,0.05441,0.05586,0.05873,0.06009,0.0604,0.06488,0.06879,0.06573,0.06833,0.07303,0.06903,0.06555,0.06174,0.06417,0.07245,0.07741,0.0796,0.08045,0.08313,0.08521,0.08518,0.0846,0.0873,0.08173,0.07199,0.0733,0.07748,0.07775,0.07734,0.08545,0.0928,0.09942,0.09429,0.08693,0.08007,0.07515,0.07459,0.06787,0.06614,0.07634,0.08279,0.08926,0.09367,0.09818,0.0922,0.08677,0.08955,0.09829,0.09668,0.09644,0.09301,0.09033,0.09622,0.1093,0.1225,0.1189,0.1168,0.1186,0.1208,0.1249,0.1333,0.1324,0.1351,0.1392,0.1412,0.1267,0.1241,0.143,0.1662,0.181,0.1849,0.1826,0.1853,0.195,0.203,0.202,0.1834,0.1869,0.1806,0.1702,0.1705,0.1942,0.2224,0.2589,0.2576,0.2615,0.2625,0.2675,0.2733,0.2994,0.3313,0.3479,0.3246,0.2945,0.2772,0.2633,0.2438,0.233,0.2543,0.2834,0.3108,0.3261,0.3348,0.3479,0.3687,0.3843,0.3806,0.3661,0.3543,0.3644,0.3847,0.404,0.4117,0.418,0.4351,0.4538,0.4476,0.4519,0.4559,0.4582,0.4595,0.4469,0.4406,0.4227,0.4233,0.4322,0.4479,0.4686,0.4636,0.4557,0.4549,0.4673,0.4894,0.5178,0.533,0.5524,0.5527,0.5424,0.5275,0.5217,0.5132,0.5129,0.5013,0.49,0.4823,0.474,0.46,0.4381,0.416,0.3985,0.3745,0.3525,0.3282,0.3079,0.2976,0.2923,0.2907,0.2879,0.2887,0.2924,0.31,0.328,0.3384,0.3459,0.36,0.3694,0.3769,0.3843,0.3929,0.3765,0.3646,0.3488,0.3395,0.3347,0.3354,0.342,0.3513,0.3463,0.3419,0.331,0.3252,0.3143,0.3002,0.2882,0.2779,0.2654,0.2506,0.2414,0.2371,0.2289
0.03619,0.03617,0.03632,0.03636,0.03641,0.03664,0.03684,0.03716,0.03756,0.03731,0.03683,0.03678,0.03694,0.03692,0.03678,0.03673,0.03657,0.0366,0.03696,0.03717,0.03705,0.03684,0.03702,0.03691,0.03619,0.03715,0.03766,0.03773,0.03767,0.03759,0.03777,0.03756,0.03739,0.03801,0.03864,0.03847,0.03867,0.03806,0.03779,0.03762,0.03899,0.04123,0.04201,0.04238,0.04282,0.04305,0.04248,0.04303,0.04605,0.04819,0.04659,0.0468,0.04816,0.04949,0.0517,0.05424,0.05611,0.05611,0.05705,0.05768,0.05542,0.05407,0.0501,0.04982,0.05161,0.05214,0.058,0.06448,0.06564,0.06521,0.06266,0.06371,0.06967,0.06947,0.06413,0.05536,0.0556,0.0606,0.06627,0.06981,0.07091,0.07619,0.08018,0.0835,0.08257,0.07668,0.07417,0.07251,0.07431,0.0749,0.07305,0.06966,0.07098,0.07926,0.08482,0.08659,0.09266,0.09216,0.0866,0.09218,0.09438,0.09727,0.09717,0.09863,0.09671,0.09607,0.1105,0.1211,0.1151,0.1127,0.116,0.1236,0.1254,0.1283,0.1322,0.1329,0.1344,0.1274,0.1267,0.1449,0.17,0.1817,0.1847,0.1829,0.183,0.1781,0.158,0.1568,0.1639,0.1631,0.1745,0.2023,0.2241,0.2216,0.2187,0.2294,0.2421,0.2478,0.2499,0.2494,0.2654,0.2711,0.2639,0.2492,0.236,0.2474,0.2628,0.2731,0.2891,0.2928,0.2798,0.2885,0.3062,0.3082,0.3206,0.3409,0.3499,0.3654,0.3737,0.3802,0.3901,0.4079,0.4353,0.4555,0.4767,0.4683,0.4622,0.4606,0.4707,0.4687,0.4535,0.4212,0.386,0.3591,0.3472,0.3474,0.3545,0.356,0.3715,0.3878,0.3847,0.3969,0.4174,0.4442,0.4357,0.4459,0.437,0.4166,0.4129,0.4077,0.4078,0.4042,0.3981,0.3893,0.3914,0.3943,0.4032,0.4122,0.4144,0.4232,0.4381,0.4466,0.4389,0.4317,0.4284,0.441,0.4442,0.4464,0.4499,0.4563,0.4637,0.4766,0.4893,0.4789,0.471,0.4673,0.4573,0.4384,0.4246,0.4076,0.3896,0.3777,0.3711,0.3723,0.373,0.3643,0.3506,0.3378,0.3187,0.3014,0.2851,0.2701,0.2575,0.2417,0.2253,0.212,0.2055,0.2078,0.2121,0.2208
