0.00022,0.0002213,0.0002226,0.000224,0.0002255,0.0002272,0.0002289,0.0002308,0.0002329,0.0002351,0.0002374,0.00024,0.0002427,0.0002456,0.0002487,0.000252,0.0002556,0.0002593,0.0002634,0.0002677,0.0002723,0.0002771,0.0002823,0.0002878,0.0002936,0.0002998,0.0003063,0.0003132,0.0003205,0.0003282,0.0003363,0.0003449,0.000354,0.0003635,0.0003735,0.000384,0.000395,0.0004066,0.0004188,0.0004316,0.0004449,0.0004589,0.0004736,0.0004889,0.000505,0.0005217,0.0005392,0.0005575,0.0005765,0.0005964,0.0006171,0.0006388,0.0006613,0.0006848,0.0007092,0.0007346,0.0007611,0.0007887,0.0008173,0.0008471,0.0008781,0.0009103,0.0009437,0.0009785,0.001015,0.001052,0.001091,0.001131,0.001173,0.001217,0.001262,0.001309,0.001357,0.001408,0.00146,0.001514,0.001571,0.001629,0.00169,0.001753,0.001818,0.001886,0.001957,0.002031,0.002108,0.002188,0.002273,0.002361,0.002455,0.002554,0.002659,0.002772,0.002893,0.003024,0.003167,0.003323,0.003497,0.003691,0.003909,0.004157,0.004439,0.004764,0.005139,0.005575,0.006081,0.006673,0.007364,0.008172,0.009117,0.01022,0.01151,0.01301,0.01476,0.01678,0.0191,0.02177,0.0248,0.0282,0.03195,0.03603,0.04032,0.0447,0.04896,0.05285,0.05613,0.05858,0.06004,0.06049,0.06003,0.05887,0.05728,0.05555,0.05396,0.05275,0.05212,0.05222,0.05322,0.05525,0.05855,0.06344,0.0704,0.08004,0.09299,0.1094,0.1282,0.146,0.158,0.1602,0.1524,0.1384
0.0005999,0.0006003,0.0006008,0.0006013,0.0006019,0.0006025,0.0006032,0.0006039,0.0006047,0.0006055,0.0006064,0.0006074,0.0006085,0.0006097,0.0006109,0.0006122,0.0006137,0.0006153,0.000617,0.0006188,0.0006208,0.000623,0.0006253,0.0006278,0.0006305,0.0006334,0.0006365,0.0006398,0.0006434,0.0006473,0.0006515,0.000656,0.0006607,0.0006659,0.0006714,0.0006773,0.0006837,0.0006904,0.0006977,0.0007055,0.0007137,0.0007226,0.000732,0.000742,0.0007527,0.0007641,0.0007762,0.000789,0.0008026,0.0008171,0.0008324,0.0008486,0.0008657,0.0008839,0.000903,0.0009232,0.0009445,0.0009669,0.0009905,0.001015,0.001041,0.001069,0.001098,0.001128,0.001159,0.001192,0.001227,0.001263,0.001301,0.001341,0.001382,0.001425,0.00147,0.001517,0.001566,0.001617,0.001671,0.001726,0.001784,0.001845,0.001908,0.001974,0.002043,0.002115,0.002191,0.00227,0.002354,0.002442,0.002536,0.002636,0.002743,0.002859,0.002983,0.003119,0.003268,0.003433,0.003616,0.003823,0.004056,0.004322,0.004627,0.004978,0.005385,0.005858,0.006409,0.007052,0.007804,0.008683,0.009709,0.01091,0.01231,0.01393,0.01582,0.01801,0.02052,0.02339,0.02664,0.03027,0.03426,0.03855,0.04302,0.04751,0.05178,0.05558,0.05864,0.06077,0.06186,0.06192,0.06112,0.05969,0.05793,0.05614,0.05459,0.05352,0.05311,0.05351,0.05487,0.05738,0.0613,0.067,0.07503,0.08605,0.1006,0.1185,0.1378,0.1545,0.1637,0.1622,0.1515,0.1361
0.0005879,0.0005883,0.0005888,0.0005893,0.0005899,0.0005905,0.0005911,0.0005919,0.0005927,0.0005935,0.0005944,0.0005954,0.0005965,0.0005977,0.000599,0.0006003,0.0006018,0.0006034,0.0006052,0.000607,0.000609,0.0006112,0.0006136,0.0006161,0.0006188,0.0006217,0.0006249,0.0006283,0.000632,0.0006359,0.0006401,0.0006447,0.0006496,0.0006548,0.0006604,0.0006664,0.0006728,0.0006797,0.0006871,0.000695,0.0007034,0.0007123,0.0007219,0.0007321,0.0007429,0.0007544,0.0007667,0.0007797,0.0007935,0.0008081,0.0008236,0.00084,0.0008574,0.0008757,0.0008951,0.0009155,0.000937,0.0009597,0.0009835,0.001009,0.001035,0.001063,0.001092,0.001122,0.001154,0.001187,0.001222,0.001259,0.001297,0.001337,0.001379,0.001422,0.001468,0.001515,0.001565,0.001617,0.001671,0.001727,0.001786,0.001847,0.001911,0.001978,0.002049,0.002122,0.0022,0.002282,0.002368,0.00246,0.002557,0.002661,0.002773,0.002894,0.003026,0.00317,0.003328,0.003505,0.003702,0.003924,0.004176,0.004464,0.004794,0.005176,0.005617,0.00613,0.006728,0.007424,0.008237,0.009186,0.01029,0.01159,0.01309,0.01484,0.01686,0.0192,0.02188,0.02494,0.02839,0.03222,0.03641,0.04087,0.04546,0.05,0.05423,0.05789,0.06071,0.06252,0.06325,0.06298,0.06189,0.06026,0.0584,0.0566,0.05514,0.05423,0.05405,0.05475,0.05647,0.05945,0.06398,0.07048,0.07954,0.09181,0.1077,0.1265,0.1458,0.1609,0.1671,0.1625,0.1497,0.1338
0.0004674,0.0004679,0.0004685,0.0004692,0.0004698,0.0004706,0.0004714,0.0004723,0.0004733,0.0004743,0.0004755,0.0004767,0.000478,0.0004795,0.000481,0.0004827,0.0004845,0.0004864,0.0004886,0.0004909,0.0004933,0.0004959,0.0004988,0.0005019,0.0005052,0.0005087,0.0005125,0.0005166,0.000521,0.0005257,0.0005308,0.0005362,0.0005419,0.0005481,0.0005547,0.0005618,0.0005693,0.0005774,0.0005859,0.000595,0.0006047,0.000615,0.0006259,0.0006375,0.0006498,0.0006628,0.0006766,0.0006911,0.0007065,0.0007227,0.0007398,0.0007579,0.0007768,0.0007968,0.0008178,0.0008399,0.0008631,0.0008874,0.0009129,0.0009396,0.0009675,0.0009968,0.001027,0.001059,0.001093,0.001128,0.001164,0.001202,0.001242,0.001283,0.001327,0.001372,0.001419,0.001468,0.001519,0.001572,0.001628,0.001686,0.001746,0.00181,0.001876,0.001946,0.002019,0.002096,0.002177,0.002263,0.002354,0.002452,0.002556,0.002669,0.00279,0.002923,0.003068,0.003229,0.003407,0.003607,0.003832,0.004087,0.004377,0.00471,0.005093,0.005535,0.006048,0.006643,0.007335,0.008141,0.009079,0.01017,0.01144,0.01293,0.01465,0.01664,0.01894,0.02159,0.02462,0.02804,0.03188,0.0361,0.04064,0.04539,0.05015,0.0547,0.05875,0.06202,0.0643,0.06545,0.06552,0.06465,0.06311,0.06121,0.05927,0.05758,0.05637,0.05585,0.05619,0.05753,0.06008,0.06409,0.06993,0.07814,0.08934,0.1041,0.1222,0.1421,0.1599,0.1705,0.1706,0.1608,0.1454,0.1297
0.0003402,0.0003409,0.0003417,0.0003426,0.0003435,0.0003445,0.0003456,0.0003468,0.0003481,0.0003495,0.000351,0.0003527,0.0003544,0.0003564,0.0003584,0.0003606,0.000363,0.0003656,0.0003684,0.0003714,0.0003746,0.000378,0.0003817,0.0003857,0.0003899,0.0003945,0.0003993,0.0004045,0.0004101,0.000416,0.0004223,0.000429,0.0004362,0.0004438,0.0004518,0.0004604,0.0004695,0.0004792,0.0004894,0.0005002,0.0005116,0.0005237,0.0005364,0.0005498,0.0005639,0.0005788,0.0005944,0.0006109,0.0006281,0.0006463,0.0006653,0.0006852,0.0007061,0.000728,0.0007509,0.0007749,0.0007999,0.0008261,0.0008534,0.000882,0.0009118,0.0009429,0.0009754,0.001009,0.001045,0.001081,0.00112,0.00116,0.001202,0.001245,0.00129,0.001338,0.001387,0.001439,0.001493,0.001549,0.001608,0.00167,0.001735,0.001803,0.001875,0.001951,0.002032,0.002117,0.002208,0.002305,0.002409,0.002522,0.002644,0.002777,0.002923,0.003083,0.003261,0.00346,0.003682,0.003932,0.004216,0.004538,0.004906,0.005328,0.005813,0.006371,0.007016,0.007761,0.008624,0.009623,0.01078,0.01213,0.01368,0.01549,0.01758,0.01998,0.02275,0.02592,0.02952,0.03356,0.03802,0.04287,0.04799,0.05321,0.05829,0.06292,0.06681,0.06968,0.07137,0.07184,0.07123,0.06979,0.06784,0.06573,0.06378,0.06227,0.06143,0.06146,0.06253,0.06484,0.06864,0.0743,0.08229,0.09321,0.1076,0.1257,0.1463,0.1663,0.1807,0.1853,0.1788,0.1642,0.1471,0.1322
0.0003283,0.0003291,0.0003299,0.0003308,0.0003317,0.0003328,0.0003339,0.0003351,0.0003364,0.0003379,0.0003394,0.0003411,0.0003429,0.0003448,0.0003469,0.0003492,0.0003516,0.0003543,0.0003571,0.0003601,0.0003634,0.0003669,0.0003707,0.0003747,0.0003791,0.0003837,0.0003886,0.0003939,0.0003996,0.0004056,0.000412,0.0004188,0.0004261,0.0004338,0.000442,0.0004507,0.0004599,0.0004697,0.00048,0.0004909,0.0005025,0.0005147,0.0005275,0.000541,0.0005552,0.0005702,0.000586,0.0006025,0.0006199,0.0006381,0.0006573,0.0006773,0.0006982,0.0007202,0.0007432,0.0007672,0.0007923,0.0008186,0.000846,0.0008746,0.0009045,0.0009357,0.0009683,0.001002,0.001038,0.001075,0.001113,0.001154,0.001196,0.001239,0.001285,0.001333,0.001383,0.001436,0.00149,0.001548,0.001608,0.001672,0.001739,0.00181,0.001885,0.001964,0.002049,0.002139,0.002236,0.002341,0.002454,0.002577,0.002712,0.00286,0.003023,0.003204,0.003407,0.003634,0.00389,0.00418,0.00451,0.004886,0.005316,0.00581,0.006378,0.007033,0.007788,0.008661,0.009671,0.01084,0.01219,0.01376,0.01557,0.01767,0.0201,0.02288,0.02607,0.0297,0.03379,0.03833,0.04327,0.04852,0.05391,0.0592,0.06408,0.06823,0.07137,0.07328,0.07393,0.07343,0.07202,0.07004,0.06785,0.06579,0.06415,0.06317,0.06304,0.06397,0.06613,0.06977,0.07519,0.08287,0.09334,0.1072,0.1246,0.1449,0.1654,0.1816,0.1889,0.1851,0.1723,0.1553,0.1395,0.1284
0.0003463,0.000347,0.0003478,0.0003486,0.0003495,0.0003505,0.0003516,0.0003527,0.000354,0.0003553,0.0003568,0.0003584,0.0003601,0.000362,0.000364,0.0003661,0.0003684,0.0003709,0.0003737,0.0003766,0.0003797,0.000383,0.0003866,0.0003905,0.0003946,0.000399,0.0004038,0.0004088,0.0004143,0.00042,0.0004262,0.0004328,0.0004398,0.0004472,0.0004551,0.0004635,0.0004724,0.0004819,0.0004919,0.0005025,0.0005137,0.0005255,0.000538,0.0005512,0.0005651,0.0005797,0.0005951,0.0006113,0.0006283,0.0006462,0.000665,0.0006847,0.0007053,0.0007269,0.0007496,0.0007733,0.0007981,0.0008241,0.0008512,0.0008796,0.0009092,0.0009402,0.0009726,0.001006,0.001042,0.001079,0.001117,0.001158,0.0012,0.001244,0.00129,0.001339,0.001389,0.001443,0.001499,0.001557,0.00162,0.001685,0.001755,0.001829,0.001907,0.001991,0.002081,0.002178,0.002282,0.002395,0.002519,0.002654,0.002803,0.002967,0.00315,0.003354,0.003583,0.003841,0.004132,0.004463,0.004839,0.005269,0.005761,0.006325,0.006973,0.00772,0.00858,0.009573,0.01072,0.01205,0.01358,0.01535,0.0174,0.01977,0.0225,0.02562,0.02918,0.03321,0.03771,0.04266,0.04796,0.05349,0.05901,0.06424,0.06884,0.07249,0.07494,0.07607,0.07595,0.07479,0.07291,0.07066,0.06843,0.06652,0.06521,0.06472,0.06523,0.06694,0.07005,0.07484,0.08176,0.09126,0.1039,0.1201,0.1396,0.1606,0.1795,0.1912,0.1925,0.1833,0.1675,0.1505,0.1367,0.1287
0.0002439,0.0002449,0.0002459,0.0002471,0.0002484,0.0002498,0.0002512,0.0002528,0.0002545,0.0002564,0.0002584,0.0002606,0.0002628,0.0002653,0.000268,0.000271,0.000274,0.0002774,0.0002809,0.0002848,0.0002889,0.0002932,0.0002979,0.0003029,0.0003081,0.0003138,0.0003198,0.0003261,0.0003329,0.00034,0.0003476,0.0003556,0.0003641,0.0003731,0.0003825,0.0003925,0.000403,0.0004142,0.0004258,0.0004381,0.0004509,0.0004645,0.0004787,0.0004936,0.0005092,0.0005256,0.0005428,0.0005608,0.0005796,0.0005993,0.0006199,0.0006415,0.000664,0.0006876,0.0007123,0.0007381,0.000765,0.0007932,0.0008227,0.0008536,0.0008859,0.0009197,0.0009551,0.0009923,0.001031,0.001072,0.001115,0.00116,0.001208,0.001258,0.001311,0.001367,0.001427,0.00149,0.001557,0.001629,0.001706,0.001788,0.001877,0.001973,0.002077,0.002189,0.002312,0.002447,0.002594,0.002757,0.002937,0.003137,0.003359,0.003608,0.003886,0.004198,0.00455,0.004946,0.005395,0.005904,0.006483,0.007141,0.007892,0.008751,0.009733,0.01086,0.01215,0.01364,0.01535,0.01732,0.01959,0.0222,0.0252,0.02865,0.03258,0.03703,0.04203,0.04755,0.05353,0.05984,0.06624,0.07242,0.07802,0.08265,0.08598,0.08784,0.08823,0.08733,0.08548,0.08308,0.08056,0.0783,0.07662,0.07578,0.07603,0.07757,0.08062,0.08547,0.0925,0.1021,0.1149,0.1312,0.1508,0.1727,0.1938,0.21,0.2169,0.2127,0.1994,0.1816,0.1645,0.1521,0.1465,0.1486
0.0002975,0.0002982,0.0002991,0.0003,0.0003011,0.0003022,0.0003034,0.0003047,0.0003061,0.0003076,0.0003092,0.000311,0.000313,0.0003151,0.0003173,0.0003196,0.0003222,0.000325,0.0003281,0.0003312,0.0003346,0.0003384,0.0003424,0.0003466,0.0003511,0.000356,0.0003612,0.0003667,0.0003726,0.0003789,0.0003856,0.0003927,0.0004002,0.0004083,0.0004168,0.0004259,0.0004355,0.0004456,0.0004563,0.0004677,0.0004797,0.0004924,0.0005058,0.0005199,0.0005348,0.0005505,0.0005671,0.0005845,0.0006029,0.0006222,0.0006427,0.0006642,0.0006868,0.0007107,0.0007358,0.0007623,0.0007903,0.0008198,0.000851,0.000884,0.0009188,0.0009557,0.0009949,0.001036,0.001081,0.001128,0.001178,0.001231,0.001288,0.00135,0.001415,0.001486,0.001563,0.001645,0.001735,0.001832,0.001937,0.002053,0.002179,0.002317,0.002469,0.002636,0.00282,0.003024,0.003249,0.0035,0.003779,0.004089,0.004436,0.004824,0.005259,0.005747,0.006297,0.006915,0.007614,0.008404,0.009299,0.01032,0.01147,0.01279,0.01429,0.01601,0.01798,0.02025,0.02284,0.02582,0.02924,0.03316,0.03764,0.04273,0.04846,0.05484,0.06181,0.06924,0.07693,0.08453,0.09162,0.09775,0.1025,0.1056,0.1068,0.1065,0.1049,0.1024,0.09968,0.09706,0.09502,0.09389,0.09398,0.09553,0.09882,0.1041,0.1118,0.1224,0.1362,0.1538,0.1749,0.1986,0.2224,0.2425,0.2545,0.2555,0.2456,0.2283,0.2089,0.1922,0.1817,0.1792,0.1855,0.2011
0.0003426,0.0003433,0.0003441,0.000345,0.0003461,0.0003471,0.0003482,0.0003494,0.0003507,0.0003521,0.0003537,0.0003554,0.0003571,0.0003591,0.0003612,0.0003634,0.0003659,0.0003684,0.0003713,0.0003743,0.0003776,0.000381,0.0003848,0.0003888,0.0003931,0.0003978,0.0004027,0.0004081,0.0004138,0.0004198,0.0004263,0.0004333,0.0004407,0.0004487,0.0004571,0.0004661,0.0004757,0.000486,0.0004969,0.0005085,0.0005208,0.000534,0.000548,0.000563,0.0005788,0.0005958,0.0006137,0.0006328,0.0006532,0.000675,0.0006981,0.0007228,0.0007491,0.0007772,0.0008073,0.0008395,0.0008739,0.0009108,0.0009504,0.0009929,0.001039,0.001088,0.001141,0.001198,0.00126,0.001327,0.0014,0.001479,0.001565,0.001658,0.00176,0.001871,0.001992,0.002125,0.002271,0.00243,0.002606,0.002799,0.003012,0.003246,0.003505,0.003791,0.004107,0.004458,0.004848,0.00528,0.005762,0.006299,0.006897,0.007567,0.008317,0.009158,0.0101,0.01117,0.01237,0.01373,0.01526,0.01701,0.019,0.02126,0.02384,0.0268,0.03018,0.03406,0.0385,0.04358,0.04937,0.05593,0.0633,0.07147,0.08036,0.08981,0.09952,0.1091,0.1179,0.1255,0.1314,0.1351,0.1367,0.1363,0.1342,0.1312,0.1277,0.1244,0.1219,0.1204,0.1205,0.1225,0.1266,0.1333,0.1428,0.1557,0.1722,0.1925,0.2162,0.242,0.2675,0.2892,0.3035,0.3073,0.2999,0.2837,0.2636,0.2449,0.2321,0.2278,0.2336,0.2501,0.2769,0.312
